Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2512;Paseo de la Constitución 122;I.E.S. Cinco Villas - Ejea de los Caballeros;C. Educa.;976660008;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2560;Plaza de Goya s/n;C.P.E.P.A. Exea - Ejea de los Caballeros;C. Educa.;976662865;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2566;Plaza de Goya s/n;E.O.I. de Ejea de los Caballeros - Ejea de los Caballeros;C. Educa.;976663544;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0596;C/ Barón de la Torre, 2;Centro Salud Illueca;Salud;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2744;C/ Bomberos s/n;E.O.E.P. Equipo Orient.Educ.Y Psicop. - Ejea de los Caballeros;C. Educa.;976662877;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2876;C/ Nueva, s/n;C.R.A. Luis Buñuel;C. Educa.;976674270;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2906;Ctra. Erla, 50;E.A.T. Equipo de Orientación Educativa de  Atencion Temprana Ejea;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0205;C/ Pilar, 30;Pilar, 30;Admon.;753454;;;Teruel;LS5011001D;44559;4467;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2265;Plaza Las Escuelas s/n;C.R.A. Somontano-Bajo Aragón - Ejulve;C. Educa.;978752648;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2680;C/ Estación s/n;C.R.A. la Cepa - Encinacorba;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0286;"Plaza de España 2;Bajo";OCA Épila;Admon.;976819114;619807453 / 749003;;Zaragoza;LS5011001D;50290;5063;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0287;Plaza de España 2, bajo;Plaza de España 2, Bajo;Admon.;603804;;;Zaragoza;LS5011001D;50290;5063;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0643;C/ Esquelas Pías, 2;Centro Salud Épila;Salud;976603363;976696231;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;660980902 / 710002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2417;C/ Ronda Diputación s/n;C.E.I.P. Gaspar Remiro - Épila;C. Educa.;976603990;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2572;Avda. de la Estación 1;I.E.S. Rodanas - Épila;C. Educa.;976817090;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2623;Plaza Autonomía s/n;C.R.A. Monlora - Erla;C. Educa.;976694161;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0499;Plaza Mayor, s/n;Parque Nacional Ordesa Escalona;Admon.;;;;Huesca;;;;;bien;inactivo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1140;C/ Pineta, 5;Parque Nacional Ordesa Escalona;Admon.;974505131;;;Huesca;;;;;L, D;activo;ESTANDAR;12X6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2485;Ctra. de Francia s/n;C.R.A. Cinca-Cinqueta - Escalona;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0661;Ctra. de Francia, s/n (Frente Hotel Sarao);PAC Escarrilla (Salud);Salud;974487798;;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;608164679 / 720042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2418;C/ Plano de San Javier s/n;C.E.I.P. San Javier - Escatrón;C. Educa.;976170095;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2145;C/ El Carmen 21;C.R.A. Teruel Uno - Escorihuela;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2136;Avda. de la Constitución 3;C.E.I.P. Antonio Gargallo Moya - Escucha;C. Educa.;978758127;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335;C/ San Bartolomé s/n;C.P.E.P.A. Cuenca Minera - Escucha;C. Educa.;978756616;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0363;C/ Afueras S/ N;Afueras S/ N;Admon.;;;;Huesca;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0618;Avda. Diputación, 1;Centro Salud Mosqueruela;Salud;;;;Teruel;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;C/ Escuelas s/n;C.R.A. El Trébol - Esplús;C. Educa.;974435410;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;C/ la Fuente s/n;C.R.A. Estadilla-Fonz - Estada;C. Educa.;974305020;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;C/ la Balsa s/n;C.R.A. Estadilla-Fonz - Estadilla;C. Educa.;974305052;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2266;C/ Pablo Serrano 14;C.R.A. Somontano-Bajo Aragón - Estercuel;C. Educa.;978752427;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080;C/ Afueras s/n;C.R.A. Arco Iris - Estiche de Cinca;C. Educa.;974413530;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025;C/ El Portal s/n;C.R.A. la Llitera - Estopiñán del Castillo;C. Educa.;974433245;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2661;Avda. la Jota Aragonesa s/n;C.R.A. Dos Aguas - Fabara;C. Educa.;976635044;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2866;Pol 3, Parcela 379 s/n;C.R.A. Montearagón - Fañanas;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2682;C/ Extramuros s/n;C.R.A. la Sabina - Farlete;C. Educa.;976163264;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2419;C/ Heno s/n;C.E.I.P. Ntra. Sra. del Pilar - Fayón;C. Educa.;976635692;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0211;Plaza de la Iglesia, s/n;Plaza de la Iglesia, s/n;Admon.;736009;;;Teruel;LS5011001D;44490;4465;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2636;Paseo la Nevería s/n;C.R.A. Ínsula Barataria - Figueruelas;C. Educa.;976656240;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2792;Avda. de Jesús 11, Planta Baja;C.R.A. Alto Ara - Fiscal;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0098;C/ Francisco Codera 2;Club de Ancianos San Blas;Admon.;974412079;;;Huesca;LS5011001D;22422;2269;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;Plaza Pedro María Ric, 8;Archivo Palacio de los Varones de Valdeolivas;Admon.;974412077;;;Huesca;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;Avda. de Las Sierras 1;C.R.A. Estadilla-Fonz - Fonz;C. Educa.;974412031;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2273;C/ Cabezuelo 3;C.R.A. Palmira Pla - Formiche Alto;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0083;Ctra. de Francia;Parque de Maquinaria Formigal;Admon.;974490210;;;Huesca;LS5011001D;22640;2270;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;Urbanizacion Formigal;ARAMON Montañas de Aragón S.A.;Externo;;;;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0225;C/ San Antonio, 32;San Antonio, 32;Admon.;778115;;;Teruel;LS5011001D;44143;4464;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2258;C/ San Antonio 3;C.R.A. Alto Maestrazgo - Fortanete;C. Educa.;978778225;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2283;Plaza la Iglesia s/n;C.R.A. de Castellote - Foz-Calanda;C. Educa.;978846951;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0063;Avda. de Aragon;Parque de Maquinaria Fraga;Admon.;974470976;;;Huesca;LS5011001D;22520;2265;;D;activo;ES. REMOTO;12X5;;649984976 Personal Joaquin Mariñosa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0088;Ctra. Nacional Ii;Carretera Nacional Ii;Admon.;453565;;;Huesca;LS5011001D;22520;2265;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0112;C/ Obradores 4, 10;Obradores 4, 10;Admon.;470579;;;Huesca;LS5011001D;22520;2265;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0113;Paseo Barron Segoñe 11, 10;Paseo Barron Segoñe 11, 10;Admon.;470725;;;Huesca;LS5011001D;22520;2265;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0355;C/ Santa Teresa;Santa Teresa;Admon.;;;;Huesca;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0427;Paseo Constitución, s/n;Oficina Empleo de Fraga;Admon.;974474732;616508383 / 749054;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0473;C/ San Quintín, 1-3;Oficina Delegada Fraga;Admon.;974474730;;;Huesca;;;;MLAN;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0493;Avda. Deportes, s/n;Hogar 3ª Edad Fraga;Admon.;974471659;616508383 / 749053;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0494;Camino Massalcoreig, s/n;Matadero Carns Jb,S.L.;Admon.;974470216;;;Huesca;;;;;;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0520;C/ Hermana Andresa, 2;C.S. Bajo Cinca-Baix Cinca de Fraga / CS Fraga;Salud;974473211;974472289;;Huesca;LS5011001D;;;;L, V, D;activo;ES. REMOTO;12X5 / 24X7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509;C/ Alcabón, s/n;Juzgado de Fraga;Justicia;974470136;974263648;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1740;CTRA. DE ZAIDON, KM. 4,500;EXCAVACION ARQUEOLOGICA VILLA FORTUNATUS;Externo;974472499;;;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2100;C/ Airetas 17, Planta 3;C.P.E.P.A. Bajo Cinca - Fraga;C. Educa.;974453733;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2106;Paseo de la Constitución s/n;Ext. E.O.I. de Monzón - Fraga;C. Educa.;974470144;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2118;C/ Airetas 17;E.O.E.P. Bajo Cinca - Fraga;C. Educa.;974473021;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2126;C/ Airetas 17;C.P.R. de Fraga - Fraga;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2765;C/ Río Cinca s/n;I.E.S. Bajo Cinca - Fraga;C. Educa.;974453860;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784;Paseo de la Constitución s/n;I.E.S. Ramón J. Sender - Fraga;C. Educa.;974470144;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2786;Avda. Deportes 4;C.E.I.P. San José de Calasanz - Fraga;C. Educa.;974471392;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2787;Plaza Valencia s/n;C.E.I.P. Miguel Servet - Fraga;C. Educa.;974470498;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2883;C/Valle de Pineta, s/n;Nuevo C.E.I.P Fraga;C. Educa.;974471054;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0052;C/ Afueras s/n, bajo;Comunidad Terapeútica de Rehab. Toxicomanos El Frago;Admon.;976689338;;;Zaragoza;LS5011001D;50611;5076;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2668;Avda. Bardaji 42;C.R.A. Vicort-Isuela - Frasno (El);C. Educa.;976609376;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2287;C/ Virgen de Gracia 10;C.R.A. de la Fresneda - Fresneda (La);C. Educa.;978854553;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0201;Nueva Carretera, 2;Nueva Carretera nº 2;Admon.;;;;Teruel;LS5011001D;44126;4461;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2221;Plaza Mayor s/n;C.R.A. Sierra de Albarracín - Frías de Albarracín;C. Educa.;978705257;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2091;C/ Mediodía 6;C.R.A. la Sabina - Frula;C. Educa.;974392791;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2650;C/ Afueras s/n;C.R.A. Las Viñas - Fuendejalón;C. Educa.;976862131;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2146;C/ San José 27;C.R.A. Teruel Uno - Fuentes Calientes;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1712;C/ SAN ROQUE, 1;AGRUP. SECR. JUZGADOS DE PAZ DE FUENTES CLARAS;Externo;978732404;;;TERUEL;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2254;C/ Calvario s/n;C.R.A. Goya - Fuentes Claras;C. Educa.;978730248;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0634;Paseo Justicia de Aragón, 69;Centro Salud Fuentes de Ebro;Salud;976160920;976696220;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;649487511 / 710087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2420;C/ Agustina de Aragón 1;C.E.I.P. Luis García Sáinz - Fuentes de Ebro;C. Educa.;976160101;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2525;C/ Agustina de Aragón s/n;I.E.S. Benjamín Jarnés - Fuentes de Ebro;C. Educa.;976160887;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2696;Paseo del Justicia s/n;C.P.E.P.A. de Fuentes de Ebro - Fuentes de Ebro;C. Educa.;976169090;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2820;Plaza de la Constitución 4;E.O.E.P. Equipo Orient.Educ.Y Psicop. - Fuentes de Ebro;C. Educa.;976160938;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2594;Avda. Diputacion s/n;C.R.A. Tres Riberas - Fuentes de Jiloca;C. Educa.;976890084;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2304;C/ Abadía 4;C.R.A. Pórtico de Aragón - Fuentes de Rubielos;C. Educa.;978804486;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2292;C/ Virgen del Pilar s/n;C.R.A. Tastavíns - Fuentespalda;C. Educa.;978856557;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0051;C/ Arrabal s/n, bajo;Garaje;Admon.;809196;;;Zaragoza;LS5011001D;50373;5068;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2356;Plaza San Pedro s/n;C.R.A. Campo Bello - Gallocanta;C. Educa.;976803129;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0266;"C/ Cristobal Colon 1;Bajo";IASS Club de Ancianos Cervantes;Admon.;976864198;;;Zaragoza;LS5011001D;50650;5073;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0644;Avda. Pirineos, s/n;Centro Salud Gallur;Salud;976864500;976696239;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;659942609 / 710005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1713;PLAZA DE ESPAÑA, 1;AGRUP. SECR. JUZGADOS DE PAZ DE GALLUR;Externo;976864073;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1737;POLÍGONO INDUSTRIAL MONTEBLANCO A-4;MATADERO BOPEPOR;Externo;976866204;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2421;C/ Miguel Servet s/n;C.E.I.P. María Domínguez - Gallur;C. Educa.;976864845;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2740;C/ Colón 4;G.I. San Antonio de Padua - Gallur;C. Educa.;976864198;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1672;C/ Molino, s/n;Sociedad Gestora Conjunto Paleontolócito de Teruel;Externo;;;;Teruel;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2147;C/ San Joaquín s/n;C.R.A. Teruel Uno - Galve;C. Educa.;978776143;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;620161159 Gabriel Mur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2267;C/ la Fuente s/n;C.R.A. Somontano-Bajo Aragón - Gargallo;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0645;Plaza España, s/n;Consultorio Garrapinillos;Salud;976780521 / No AMT;;;Zaragoza;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1629;C/ Bari, 25;Plataforma Logística de Zaragoza Plaza S;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1667;C/ Aeropuerto, s/n;Sociedad de Promoción y Gestión del Turismo Aragon;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453;Avda. de la Jota s/n;C.E.I.P. Gustavo Adolfo Bécquer - Garrapinillos;C. Educa.;976780345;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2311;C/ San Antonio s/n;C.R.A. de Albarracín - Gea de Albarracín;C. Educa.;978702192;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2663;C/ Buen Suceso 53;C.R.A. del Ebro - Gelsa;C. Educa.;976176626;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2284;C/ Escuelas 3;C.R.A. de Castellote - Ginebrosa (La);C. Educa.;978892520;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2828;C/ Mayor s/n;C.R.A. Cinca-Cinqueta - Gistaín;C. Educa.;974506417;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2590;C/ Convento s/n;C.R.A. Aranda-Isuela - Gotor;C. Educa.;976821078;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;Ctra. Barbastro 4;C.R.A. Estadilla-Fonz - Grado (El);C. Educa.;974304301;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0101;C/ Joaquin Costa;Joaquin Costa;Admon.;390171;;;Huesca;LS5011001D;22260;2266;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0412;C/ Las Ciencias, 3;OCA Grañen;Admon.;974391010;638895509 / 749061;;Huesca;;22260;2266;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0605;C/ Flumen, 9;Centro Salud Grañen;Salud;974391140;974263628;;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;686930872 / 720028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2103;C/ Escuelas s/n;I.E.S. Montes Negros - Grañén;C. Educa.;974390303;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782;C/ Escuelas s/n;C.E.I.P. Santiago Apóstol - Grañén;C. Educa.;974390203;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Avda. Cesareo Alierta, 53, Planta 1;Comisaria Policia Autonoma - Comisaria;Admon.;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0062;C/ Angel Sanblancat 12, bajo;Parque de Maquinaria Graus (Antiguo);Admon.;540546;;;Huesca;LS5011001D;22430;2267;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0082;Ctra. de Benasque;Parque de Maquinaria Graus (Antiguo);Admon.;541146;;;Huesca;LS5011001D;22430;2267;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0120;Plaza de España 1, 20;Agencia Comarcal;Admon.;;;;Huesca;LS5011001D;22430;2267;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0405;Plaza Compañia, 1;OCA Graus;Admon.;974546505;619808085 / 749010;;Huesca;;22430;2267;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0585;Avda. Valle de Arán, 2;Centro Salud Graus;Salud;974540500;974263640;;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;689487512 / 720036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Plaza de la Compañía, 3;Oficina Empleo de Graus;Admon.;;;;Huesca;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Ctra. A-319, Km 1, 8;Parque de Maquinaria Graus;Admon.;974541146;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;629482580 / 781433 Capataz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1028;Plaza España, 6, ;Unidad de Salud Publica Tarazona;Admon.;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
